Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band	Gene name
1	52895910	52927212	p32.3	ECHDC2
1	52927229	53051703	p32.3	SCP2
1	53062052	53085502	p32.3	PODN
1	53087179	53142632	p32.3	SLC1A7
1	53196429	53214197	p32.3	CPT2
1	53214099	53220617	p32.3	C1orf123
1	53226892	53238610	p32.3	MAGOH
1	53242364	53328070	p32.3	LRP8
1	53459399	53467488	p32.3	DMRTB1
1	53506237	53738106	p32.3	GLIS1
1	53765460	53838860	p32.3	NDC1
1	53851719	53889834	p32.3	YIPF1
1	53891239	53911086	p32.3	DIO1
1	53916574	53945929	p32.3	HSPB11
1	53946077	53968168	p32.3	LRRC42
1	54007299	54018186	p32.3	LDLRAD1
1	54026681	54053504	p32.3	TMEM59
1	54053587	54112519	p32.3	TCEANC2
1	54132968	54153770	p32.3	CDCP2
1	54169651	54200036	p32.3	CYB5RL
1	54184041	54225464	p32.3	MRPL37
1	54225432	54413479	p32.3	SSBP3
1	54542257	54639192	p32.3	ACOT11
1	54609182	54623556	p32.3	FAM151A
1	54641754	54710266	p32.3	MROH7
1	54715822	54742657	p32.3	TTC4
1	54756898	54764514	p32.3	PARS2
1	54779712	54801267	p32.3	TTC22
1	54806063	54842252	p32.3	LEXM
1	54849633	54887218	p32.3	DHCR24
1	54980792	54992293	p32.3	TMEM61
1	54998933	55010883	p32.3	BSND
1	55039548	55064852	p32.3	PCSK9
1	55066359	55215113	p32.3	USP24
1	56494747	56645301	p32.2	PLPP3
1	56645322	56715335	p32.2	PRKAA2
1	56718804	56819696	p32.2	FYB2
1	56854806	56918221	p32.2	C8A
1	56929210	56966140	p32.2	C8B
1	56994778	58546734	p32.1	DAB1
1	58415384	58546802	p32.1	OMA1
1	58575423	58577773	p32.1	TACSTD2
1	58654739	58700092	p32.1	MYSM1
1	58780788	58784327	p32.1	JUN
1	59296638	59810647	p32.1	FGGY
1	59814786	59876378	p32.1	HOOK1
1	59893308	59926790	p32.1	CYP2J2
1	59987269	60073770	p32.1	C1orf87
1	60865259	61462793	p31.3	NFIA
1	61681046	61725423	p31.3	TM2D1
1	61742477	62178675	p31.3	PATJ
1	62194831	62212328	p31.3	L1TD1
1	62236979	62319414	p31.3	KANK4
1	62436297	62451804	p31.3	USP1
1	62454298	62688368	p31.3	DOCK7
1	62597487	62606159	p31.3	ANGPTL3
1	62784135	62865513	p31.3	ATG4C
1	63323041	63325126	p31.3	FOXD3
1	63367590	63438562	p31.3	ALG6
1	63440770	63593721	p31.3	ITGB3BP
1	63523372	63572693	p31.3	EFCAB7
1	63593276	63660245	p31.3	PGM1
1	63774022	64181498	p31.3	ROR1
1	64203627	64267368	p31.3	UBE2U
1	64470792	64693058	p31.3	CACHD1
1	64745095	64833232	p31.3	RAVER2
1	64833229	64966504	p31.3	JAK1
1	65147549	65232145	p31.3	AK4
1	65248219	65415869	p31.3	DNAJC6
1	65420587	65436007	p31.3	LEPROT
1	65420652	65641559	p31.3	LEPR
1	65792514	66374579	p31.3	PDE4B
1	66533383	66748299	p31.3	SGIP1
1	66752459	66778787	p31.3	TCTEX1D1
1	66797741	66801256	p31.3	INSL5
1	66812885	66924887	p31.3	WDR78
1	66924895	66988619	p31.3	MIER1
1	66999332	67054099	p31.3	SLC35D1
1	67092165	67231853	p31.3	C1orf141
1	67138907	67259979	p31.3	IL23R
1	67307364	67396900	p31.3	IL12RB2
1	67407810	67430415	p31.3	SERBP1
1	67685061	67688338	p31.3	GADD45A
1	67701466	67833467	p31.3	GNG12
1	68045962	68051631	p31.3	DIRAS3
1	68098473	68233120	p31.3	WLS
1	68428822	68449959	p31.3	RPE65
1	68474152	68497221	p31.3	DEPDC1
1	69568398	70151945	p31.1	LRRC7
1	70144805	70205620	p31.1	LRRC40
1	70205682	70253052	p31.1	SRSF11
1	70260588	70354734	p31.1	ANKRD13C
1	70354805	70385339	p31.1	HHLA3
1	70411218	70439851	p31.1	CTH
1	70852353	71047808	p31.1	PTGER3
1	71063291	71081297	p31.1	ZRANB2
1	71395940	72282734	p31.1	NEGR1
1	74026015	74198187	p31.1	LRRIQ3
1	74198212	74234086	p31.1	FPGT
1	74198235	74543982	p31.1	FPGT-TNNI3K
1	74235401	74544428	p31.1	TNNI3K
1	74568111	74673738	p31.1	ERICH3
1	74705482	74733408	p31.1	CRYZ
1	74733152	74766678	p31.1	TYW3
1	75128434	75161533	p31.1	LHX8
1	75202131	75611116	p31.1	SLC44A5
1	75724347	75787575	p31.1	ACADM
1	75786197	75795079	p31.1	RABGGTB
1	75796882	75913238	p31.1	MSH4
1	75918873	75932431	p31.1	ASB17
1	76074719	76634601	p31.1	ST6GALNAC3
1	76867441	77065711	p31.1	ST6GALNAC5
1	77088990	77219430	p31.1	PIGK
1	77282051	77559969	p31.1	AK5
1	77562416	77683419	p31.1	ZZZ3
1	77695987	77759852	p31.1	USP33
1	77779624	77879539	p31.1	MIGA1
1	77888513	77943895	p31.1	NEXN
1	77944055	77979110	p31.1	FUBP1
1	77979175	78017964	p31.1	DNAJB4
1	77979542	78138449	p31.1	GIPC2
1	78303884	78539749	p31.1	PTGFR
1	78619922	78646145	p31.1	IFI44L
1	78649796	78664078	p31.1	IFI44
1	78889764	79006718	p31.1	ADGRL4
1	81306160	81992436	p31.1	ADGRL2
1	83865028	83999150	p31.1	TTLL7
1	84078062	84238498	p31.1	PRKACB
1	84298366	84389957	p31.1	SAMD13
1	84398532	84415018	p31.1	DNASE2B
1	84479259	84497790	p22.3	RPF1
1	84498325	84506565	p22.3	GNG5
1	84549606	84574480	p22.3	CTBS
1	84643707	84690803	p22.3	SSX2IP
1	84811602	84893213	p22.3	LPAR3
1	84925583	84997113	p22.3	MCOLN2
1	84999147	85133138	p22.3	WDR63
1	85018082	85048499	p22.3	MCOLN3
1	85156873	85201046	p22.3	SYDE2
1	85249953	85259672	p22.3	C1orf52
1	85266248	85277090	p22.3	BCL10
1	85318481	85578363	p22.3	DDAH1
1	85580761	85583962	p22.3	CYR61
1	85649423	85708433	p22.3	ZNHIT6
1	85729233	86156943	p22.3	COL24A1
1	86346824	86396342	p22.3	ODF2L
1	86424086	86456558	p22.3	CLCA2
1	86468368	86500289	p22.3	CLCA1
1	86547078	86580754	p22.3	CLCA4
1	86704570	86748184	p22.3	SH3GLB1
1	86862445	86914424	p22.3	SELENOF
1	86914648	87109998	p22.3	HS2ST1
1	87328468	87348923	p22.3	LMO4
1	88684222	88836255	p22.2	PKN2
1	88852932	88891944	p22.2	GTF2B
1	88935773	88992953	p22.2	KYAT3
1	88979456	88992960	p22.2	RBMXL1
1	89006666	89022894	p22.2	GBP3
1	89052319	89065360	p22.2	GBP1
1	89106132	89150456	p22.2	GBP2
1	89131751	89176040	p22.2	GBP7
1	89181148	89198932	p22.2	GBP4
1	89258950	89272804	p22.2	GBP5
1	89364058	89386461	p22.2	GBP6
1	89524836	89597864	p22.2	LRRC8B
1	89633072	89769903	p22.2	LRRC8C
1	89821014	89936611	p22.2	LRRC8D
1	89995112	90035531	p22.2	ZNF326
1	90711539	90717237	p22.2	BARHL2
1	90915298	91022272	p22.2	ZNF644
1	91260766	91404869	p22.2	HFM1
1	91500893	91525764	p22.1	CDC7
1	91680343	91906335	p22.1	TGFBR3
1	91949371	92014426	p22.1	BRDT
1	92029982	92063536	p22.1	EPHX4
1	92074533	92075441	p22.1	SETSIP
1	92080305	92150882	p22.1	BTBD8
1	92166985	92184723	p22.1	KIAA1107
1	92217940	92245813	p22.1	C1orf146
1	92246402	92298987	p22.1	GLMN
1	92298965	92402056	p22.1	RPAP2
1	92474762	92486876	p22.1	GFI1
1	92508696	92792404	p22.1	EVI5
1	92832025	92841924	p22.1	RPL5
1	92832737	92961522	p22.1	FAM69A
1	93079235	93139081	p22.1	MTF2
1	93149742	93180728	p22.1	TMED5
1	93179919	93278730	p22.1	CCDC18
1	93345888	93369498	p22.1	DR1
1	93448131	93554661	p22.1	FNBP1L
1	93561786	93847150	p22.1	BCAR3
1	93866283	93879918	p22.1	DNTTIP2
1	93885205	93909456	p22.1	GCLM
1	93992835	94121132	p22.1	ABCA4
1	94148988	94275068	p22.1	ARHGAP29
1	94418455	94518666	p21.3	ABCD3
1	94529225	94541800	p21.3	F3
1	94820342	94895246	p21.3	SLC44A3
1	94896949	94927278	p21.3	CNN3
1	94974407	95072945	p21.3	ALG14
1	95117338	95197607	p21.3	TMEM56
1	95117923	95247225	p21.3	TMEM56-RWDD3
1	95234155	95247225	p21.3	RWDD3
1	96721665	96823738	p21.3	PTBP2
1	97077743	97921049	p21.3	DPYD
1	98661701	98760500	p21.3	SNX7
1	98890245	99005032	p21.3	PLPPR5
1	99263953	99309590	p21.3	PLPPR4
1	99645943	99694541	p21.2	PALMD
1	99708703	99766631	p21.2	FRRS1
1	99850084	99924023	p21.2	AGL
1	99969351	100035637	p21.2	SLC35A3
1	100038097	100083377	p21.2	MFSD14A
1	100083563	100132955	p21.2	SASS6
1	100133150	100150497	p21.2	TRMT13
1	100148449	100178273	p21.2	LRRC39
1	100186919	100249834	p21.2	DBT
1	100266207	100292769	p21.2	RTCA
1	100345025	100520277	p21.2	CDC14A
1	100538137	100542018	p21.2	GPR88
1	100719742	100739045	p21.2	VCAM1
1	100872372	100895998	p21.2	EXTL2
1	100896076	100981753	p21.2	SLC30A7
1	100989623	101026088	p21.2	DPH5
1	101236888	101241518	p21.2	S1PR1
1	101802574	101997030	p21.1	OLFM3
1	102876467	103108496	p21.1	COL11A1
1	103525691	103555239	p21.1	RNPC3
1	103553815	103579534	p21.1	AMY2B
1	103616811	103625780	p21.1	AMY2A
1	103655290	103664554	p21.1	AMY1A
1	103687415	103696680	p21.1	AMY1B
1	103750406	103758690	p21.1	AMY1C
1	107056679	107059294	p13.3	PRMT6
1	107140007	107483458	p13.3	NTNG1
1	107571160	107965144	p13.3	VAV3
1	108134036	108200849	p13.3	SLC25A24
1	108223341	108244081	p13.3	NBPF4
1	108450282	108471002	p13.3	NBPF6
1	108560089	108644900	p13.3	FAM102B
1	108648290	108661526	p13.3	HENMT1
1	108692323	108701803	p13.3	PRPF38B
1	108712657	108742740	p13.3	FNDC7
1	108746674	108809526	p13.3	STXBP3
1	108815898	108858228	p13.3	AKNAD1
1	108875350	108934545	p13.3	GPSM2
1	108929508	108963457	p13.3	CLCC1
1	108970214	109042113	p13.3	WDR47
1	109062486	109076002	p13.3	TAF13
1	109089803	109096934	p13.3	TMEM167B
1	109105951	109113857	p13.3	C1orf194
1	109113679	109206781	p13.3	KIAA1324
1	109213918	109238169	p13.3	SARS
1	109250019	109275750	p13.3	CELSR2
1	109279556	109283186	p13.3	PSRC1
1	109292365	109307041	p13.3	MYBPHL
1	109309568	109397951	p13.3	SORT1
1	109399031	109426427	p13.3	PSMA5
1	109466628	109482137	p13.3	SYPL2
1	109483479	109492804	p13.3	ATXN7L2
1	109494052	109502932	p13.3	CYB561D1
1	109504175	109509738	p13.3	AMIGO1
1	109539872	109548406	p13.3	GPR61
1	109548611	109618321	p13.3	GNAI3
1	109603267	109619929	p13.3	GNAT2
1	109616104	109632051	p13.3	AMPD2
1	109656081	109674836	p13.3	GSTM4
1	109668022	109709551	p13.3	GSTM2
1	109687814	109709039	p13.3	GSTM1
1	109712255	109775428	p13.3	GSTM5
1	109733932	109741038	p13.3	GSTM3
1	109750080	109764027	p13.3	EPS8L3
1	109910242	109930992	p13.3	CSF1
1	109984686	110023741	p13.3	AHCYL1
1	110031577	110074641	p13.3	STRIP1
1	110059994	110070700	p13.3	ALX3
1	110112468	110113945	p13.3	UBL4B
1	110150486	110202202	p13.3	SLC6A17
1	110211343	110283100	p13.3	KCNC4
1	110338506	110346681	p13.3	RBM15
1	110362848	110391082	p13.3	SLC16A4
1	110401249	110407942	p13.3	LAMTOR5
1	110451200	110457354	p13.3	PROK1
1	110517217	110519175	p13.3	KCNA10
1	110519837	110631474	p13.3	KCNA2
1	110672465	110675033	p13.3	KCNA3
1	110873154	110899928	p13.3	CD53
1	110947185	110964079	p13.3	LRIF1
1	111117333	111140216	p13.3	DRAM2
1	111139627	111185102	p13.3	CEPT1
1	111187174	111204535	p13.2	DENND2D
1	111200771	111243440	p13.2	CHI3L2
1	111290862	111320566	p13.2	CHIA
1	111346288	111353013	p13.2	PIFO
1	111414314	111427777	p13.2	OVGP1
1	111439890	111449376	p13.2	WDR77
1	111448864	111462773	p13.2	ATP5F1
1	111473792	111478512	p13.2	C1orf162
1	111483348	111563962	p13.2	TMIGD3
1	111499429	111503760	p13.2	ADORA3
1	111542218	111716691	p13.2	RAP1A
1	111680630	111755824	p13.2	FAM212B
1	111755245	111768016	p13.2	DDX20
1	111770662	111989155	p13.2	KCND3
1	112396181	112463456	p13.2	CTTNBP2NL
1	112466541	112530165	p13.2	WNT2B
1	112523518	112620825	p13.2	ST7L
1	112619173	112671619	p13.2	CAPZA1
1	112673141	112700746	p13.2	MOV10
1	112701106	112707434	p13.2	RHOC
1	112709994	112715477	p13.2	PPM1J
1	112720419	112727235	p13.2	FAM19A3
1	112911847	112957013	p13.2	SLC16A1
1	113073209	113132260	p13.2	LRIG2
1	113390749	113685923	p13.2	MAGI3
1	113696831	113759489	p13.2	PHTF1
1	113761832	113812476	p13.2	RSBN1
1	113813811	113871759	p13.2	PTPN22
1	113878168	113887547	p13.2	BCL2L15
1	113894748	113905201	p13.2	AP4B1
1	113905141	113914086	p13.2	DCLRE1B
1	113929192	113977869	p13.2	HIPK1
1	113979391	114035572	p13.2	OLFML3
1	114089291	114153919	p13.2	SYT6
1	114392777	114511160	p13.2	TRIM33
1	114567557	114581639	p13.2	BCAS2
1	114582848	114670422	p13.2	DENND2C
1	114673090	114695618	p13.2	AMPD1
1	114704469	114716894	p13.2	NRAS
1	114716913	114758676	p13.2	CSDE1
1	114769479	114780685	p13.2	SIKE1
1	114854803	114995370	p13.2	SYCP1
1	115029824	115034309	p13.2	TSHB
1	115048011	115089500	p13.2	TSPAN2
1	115285918	115338236	p13.2	NGF
1	115641953	115698224	p13.1	VANGL1
1	115700007	115768781	p13.1	CASQ2
1	115836377	115843917	p13.1	NHLH2
1	115976498	116070054	p13.1	SLC22A15
1	116111755	116135240	p13.1	MAB21L3
1	116372668	116410261	p13.1	ATP1A1
1	116514535	116571039	p13.1	CD58
1	116574399	116667755	p13.1	IGSF3
1	116754385	116769228	p13.1	CD2
1	116910057	116990358	p13.1	PTGFRN
1	117001750	117036476	p13.1	CD101
1	117060303	117107453	p13.1	TTF2
1	117111060	117122587	p13.1	TRIM45
1	117143587	117210960	p12	VTCN1
1	117367449	117528872	p12	MAN1A2
1	117605934	117628372	p12	FAM46C
1	117863485	117929630	p12	GDAP2
1	117929720	117966542	p12	WDR3
1	117953861	118185223	p12	SPAG17
1	118883046	118989556	p12	TBX15
1	119031216	119140671	p12	WARS2
1	119368779	119394130	p12	HAO2
1	119414931	119423035	p12	HSD3B2
1	119507198	119515054	p12	HSD3B1
1	119619422	119647773	p12	ZNF697
1	119648411	119744226	p12	PHGDH
1	119747996	119768905	p12	HMGCS2
1	119794018	119811660	p12	REG4
1	119893533	119896495	p12	ADAM30
1	119911553	120069626	p12	NOTCH2
1	120150898	120176515	p12	SEC22B
1	120889746	120890405	p11.2	PPIAL4A
1	121087345	121096310	p11.2	FCGR1B
1	121167646	121185539	p11.2	FAM72B
1	121184810	121392822	p11.2	SRGAP2C
1	143955364	143971965	q21.1	FAM72C
1	144372875	144373659	q21.1	PPIAL4E
1	144421386	144461674	q21.1	NBPF15
1	144592868	144593527	q21.1	PPIAL4F
1	144887265	145095528	q21.1	SRGAP2B
1	145096000	145112696	q21.1	FAM72D
1	145241630	145242124	q21.1	PPIAL4D
1	145289900	145405778	q21.1	NBPF20
1	145607990	145670648	q21.1	GPR89A
1	145670852	145708148	q21.1	PDZK1
1	145719471	145739288	q21.1	CD160
1	145738868	145824077	q21.1	RNF115
1	145824088	145842505	q21.1	POLR3C
1	145845629	145848953	q21.1	NUDT17
1	145848522	145859836	q21.1	PIAS3
1	145866560	145885866	q21.1	ANKRD35
1	145891208	145910189	q21.1	ITGA10
1	145911350	145918837	q21.1	PEX11B
1	145917714	145927678	q21.1	RBM8A
1	145933423	145958001	q21.1	LIX1L
1	145959442	145964582	q21.1	ANKRD34A
1	145964702	145978848	q21.1	POLR3GL
1	145992435	145996600	q21.1	TXNIP
1	146017468	146036746	q21.1	HFE2
1	146064699	146144804	q21.1	NBPF10
1	146146203	146229026	q21.1	NOTCH2NL
1	146938744	146996202	q21.1	NBPF12
1	147155106	147172550	q21.1	PRKAB2
1	147175351	147243050	q21.1	FMO5
1	147242641	147295766	q21.1	CHD1L
1	147541412	147626216	q21.2	BCL9
1	147629652	147670496	q21.2	ACP6
1	147756199	147773362	q21.2	GJA5
1	147907956	147909257	q21.2	GJA8
1	147928393	147993521	q21.2	GPR89B
1	148102046	148152322	q21.2	NBPF11
1	148479824	148483679	q21.2	PPIAL4G
1	148808181	149048286	q21.2	PDE4DIP
1	149054027	149103561	q21.2	NBPF9
1	149583865	149584464	q21.2	PPIAL4C
1	149782671	149792518	q21.2	FCGR1A
1	149782689	149812373	q21.2	HIST2H2BF
1	149813271	149813681	q21.2	HIST2H3D
1	149832659	149839767	q21.2	HIST2H4A
1	149839538	149841193	q21.2	HIST2H3C
1	149842188	149842736	q21.2	HIST2H2AA3
1	149851061	149851624	q21.2	HIST2H2AA4
1	149852619	149854274	q21.2	HIST2H3A
1	149854045	149861210	q21.2	HIST2H4B
1	149884459	149886652	q21.2	HIST2H2BE
1	149886975	149887364	q21.2	HIST2H2AC
1	149887524	149887916	q21.2	HIST2H2AB
1	149887890	149900798	q21.2	BOLA1
1	149903318	149917882	q21.2	SV2A
1	149923317	149928344	q21.2	SF3B4
1	149928651	149936869	q21.2	MTMR11
1	149937812	150010676	q21.2	OTUD7B
1	150067293	150145327	q21.2	VPS45
1	150149183	150164720	q21.2	PLEKHO1
1	150218417	150236156	q21.2	ANP32E
1	150257159	150265078	q21.2	CA14
1	150265399	150269580	q21.2	APH1A
1	150268200	150280916	q21.2	C1orf54
1	150282543	150287093	q21.2	CIART
1	150293720	150308979	q21.2	MRPS21
1	150321476	150353195	q21.2	PRPF3
1	150363091	150476566	q21.2	RPRD2
1	150487364	150507609	q21.2	TARS2
1	150508062	150513789	q21.2	ECM1
1	150549369	150560937	q21.2	ADAMTSL4
1	150574551	150579738	q21.2	MCL1
1	150600851	150629612	q21.3	ENSA
1	150646225	150697144	q21.3	GOLPH3L
1	150698060	150720888	q21.3	HORMAD1
1	150730196	150765957	q21.3	CTSS
1	150796208	150808323	q21.3	CTSK
1	150809705	150876768	q21.3	ARNT
1	150926263	150964744	q21.3	SETDB1
1	150960583	150975004	q21.3	CERS2
1	150982017	150995634	q21.3	ANXA9
1	150996086	151008375	q21.3	MINDY1
1	151008420	151035713	q21.3	PRUNE1
1	151036570	151047600	q21.3	BNIPL
1	151047740	151051986	q21.3	C1orf56
1	151050971	151070325	q21.3	CDC42SE1
1	151057758	151068497	q21.3	MLLT11
1	151070578	151125542	q21.3	GABPB2
1	151131685	151146664	q21.3	SEMA6C
1	151156629	151159749	q21.3	TNFAIP8L2
1	151156664	151170297	q21.3	SCNM1
1	151159748	151165948	q21.3	LYSMD1
1	151169986	151176284	q21.3	TMOD4
1	151169987	151195321	q21.3	VPS72
1	151197949	151249536	q21.3	PIP5K1A
1	151254703	151267479	q21.3	PSMD4
1	151281618	151292180	q21.3	ZNF687
1	151291797	151327715	q21.3	PI4KB
1	151340640	151347357	q21.3	RFX5
1	151364302	151372733	q21.3	SELENBP1
1	151399534	151401944	q21.3	PSMB4
1	151402724	151459465	q21.3	POGZ
1	151510510	151538692	q21.3	CGN
1	151540305	151583583	q21.3	TUFT1
1	151612065	151699091	q21.3	SNX27
1	151702404	151716814	q21.3	CELF3
1	151710433	151729805	q21.3	RIIAD1
1	151759643	151763564	q21.3	MRPL9
1	151762899	151771334	q21.3	OAZ3
1	151770107	151791416	q21.3	TDRKH
1	151800264	151806154	q21.3	LINGO4
1	151806071	151831872	q21.3	RORC
1	151837819	151840557	q21.3	C2CD4D
1	151847263	151853697	q21.3	THEM5
1	151873584	151909808	q21.3	THEM4
1	151982915	151994390	q21.3	S100A10
1	152032506	152047907	q21.3	S100A11
1	152084144	152089064	q21.3	TCHHL1
1	152106317	152115454	q21.3	TCHH
1	152153595	152159228	q21.3	RPTN
1	152212082	152224193	q21.3	HRNR
1	152302175	152325203	q21.3	FLG
1	152348735	152360006	q21.3	FLG2
1	152409243	152414263	q21.3	CRNN
1	152510844	152512177	q21.3	LCE5A
1	152514502	152516010	q21.3	CRCT1
1	152565654	152566772	q21.3	LCE3E
1	152579381	152580504	q21.3	LCE3D
1	152600662	152601086	q21.3	LCE3C
1	152613811	152614098	q21.3	LCE3B
1	152622834	152623103	q21.3	LCE3A
1	152663396	152664659	q21.3	LCE2D
1	152675295	152676574	q21.3	LCE2C
1	152686123	152687401	q21.3	LCE2B
1	152698364	152699442	q21.3	LCE2A
1	152708160	152709491	q21.3	LCE4A
1	152719522	152720470	q21.3	C1orf68
1	152759561	152762052	q21.3	KPRP
1	152776372	152776728	q21.3	LCE1F
1	152786214	152788426	q21.3	LCE1E
1	152796751	152798181	q21.3	LCE1D
1	152804835	152806628	q21.3	LCE1C
1	152811971	152813109	q21.3	LCE1B
1	152827473	152827894	q21.3	LCE1A
1	152842868	152843983	q21.3	LCE6A
1	152878317	152885047	q21.3	SMCP
1	152908545	152911886	q21.3	IVL
1	152970666	152972574	q21.3	SPRR4
1	152985231	152985500	q21.3	SPRR1A
1	153001747	153003856	q21.3	SPRR3
1	153031202	153032900	q21.3	SPRR1B
1	153039725	153041931	q21.3	SPRR2D
1	153056113	153057537	q21.3	SPRR2A
1	153070224	153070840	q21.3	SPRR2B
1	153093135	153106184	q21.3	SPRR2E
1	153112114	153113515	q21.3	SPRR2F
1	153149582	153150869	q21.3	SPRR2G
1	153203443	153205120	q21.3	LELP1
1	153217584	153219317	q21.3	PRR9
1	153259700	153262122	q21.3	LOR
1	153297862	153310718	q21.3	PGLYRP3
1	153330120	153348840	q21.3	PGLYRP4
1	153357854	153361027	q21.3	S100A9
1	153373706	153375649	q21.3	S100A12
1	153390032	153391188	q21.3	S100A8
1	153416524	153423225	q21.3	S100A7A
1	153457744	153460701	q21.3	S100A7
1	153534599	153536244	q21.3	S100A6
1	153537147	153541765	q21.3	S100A5
1	153543613	153550136	q21.3	S100A4
1	153547329	153549372	q21.3	S100A3
1	153561108	153567890	q21.3	S100A2
1	153606886	153613145	q21.3	S100A16
1	153614255	153616986	q21.3	S100A14
1	153618787	153631360	q21.3	S100A13
1	153627926	153632039	q21.3	S100A1
1	153633982	153646306	q21.3	CHTOP
1	153658654	153661830	q21.3	SNAPIN
1	153661788	153671048	q21.3	ILF2
1	153678637	153693992	q21.3	NPR1
1	153728067	153774808	q21.3	INTS3
1	153774354	153780157	q21.3	SLC27A3
1	153789030	153923360	q21.3	GATAD2B
1	153929501	153946696	q21.3	DENND4B
1	153947669	153958625	q21.3	CRTC2
1	153959099	153968184	q21.3	SLC39A1
1	153967534	153974363	q21.3	CREB3L4
1	153974269	153977688	q21.3	JTB
1	153981617	153986358	q21.3	RAB13
1	153990759	153992150	q21.3	RPS27
1	153992685	154155116	q21.3	NUP210L
1	154155304	154194648	q21.3	TPM3
1	154199372	154206333	q21.3	C1orf189
1	154206706	154220637	q21.3	C1orf43
1	154220179	154271510	q21.3	UBAP2L
1	154272511	154275875	q21.3	HAX1
1	154321090	154325325	q21.3	AQP10
1	154325553	154351307	q21.3	ATP8B2
1	154405193	154469450	q21.3	IL6R
1	154469772	154502113	q21.3	SHE
1	154502219	154548147	q21.3	TDRD10
1	154548577	154559028	q21.3	UBE2Q1
1	154567781	154580026	q21.3	CHRNB2
1	154582062	154627999	q21.3	ADAR
1	154697455	154870280	q21.3	KCNN3
1	154924734	154936991	q21.3	PMVK
1	154944076	154956123	q21.3	PBXIP1
1	154957026	154963853	q21.3	PYGO2
1	154962298	154974395	q21.3	SHC1
1	154974653	154979249	q21.3	CKS1B
1	154983338	154993111	q21.3	FLAD1
1	154993586	154994315	q21.3	LENEP
1	155002630	155018522	q21.3	ZBTB7B
1	155018520	155033781	q21.3	DCST2
1	155033824	155050930	q21.3	DCST1
1	155050566	155062775	q21.3	ADAM15
1	155063731	155069553	q21.3	EFNA4
1	155078872	155087538	q21.3	EFNA3
1	155127460	155134857	q22	EFNA1
1	155135344	155138857	q22	SLC50A1
1	155139891	155140595	q22	DPM3
1	155169408	155173475	q22	KRTCAP2
1	155173787	155184971	q22	TRIM46
1	155185824	155192916	q22	MUC1
1	155195588	155209051	q22	THBS3
1	155208699	155213824	q22	MTX1
1	155234452	155244699	q22	GBA
1	155247205	155255483	q22	FAM189B
1	155255979	155262430	q22	SCAMP3
1	155262868	155278491	q22	CLK2
1	155277583	155289848	q22	HCN3
1	155289839	155301434	q22	PKLR
1	155308748	155320666	q22	FDPS
1	155320896	155331114	q22	RUSC1
1	155335268	155562807	q22	ASH1L
1	155610205	155614967	q22	MSTO1
1	155659443	155689000	q22	YY1AP1
1	155687960	155739010	q22	DAP3
1	155749662	155859400	q22	GON4L
1	155859509	155885199	q22	SYT11
1	155897808	155911404	q22	RIT1
1	155913043	155934400	q22	KIAA0907
1	155941710	155942949	q22	RXFP4
1	155946851	156007070	q22	ARHGEF2
1	156009048	156020959	q22	SSR2
1	156035301	156053794	q22	UBQLN4
1	156054752	156058510	q22	LAMTOR2
1	156061160	156070514	q22	RAB25
1	156072013	156081998	q22	MEX3A
1	156082573	156140089	q22	LMNA
1	156147366	156177752	q22	SEMA4A
1	156193932	156212796	q22	SLC25A44
1	156212982	156243332	q22	PMF1-BGLAP
1	156212993	156240042	q22	PMF1
1	156241962	156243321	q22	BGLAP
1	156243321	156248117	q22	PAQR6
1	156249224	156282825	q22	SMG5
1	156282935	156293185	q22	TMEM79
1	156290089	156295689	q22	GLMP
1	156308968	156367873	q22	CCT3
1	156337314	156346995	q22	TSACC
1	156369212	156385219	q22	RHBG
1	156404250	156430701	q22	C1orf61
1	156463727	156500828	q22	MEF2D
1	156525405	156572604	q22	IQGAP3
1	156579727	156586770	q22	TTC24
1	156591762	156594299	q22	NAXE
1	156594487	156601496	q23.1	GPATCH4
1	156619294	156625725	q23.1	HAPLN2
1	156641390	156659532	q23.1	BCAN
1	156668763	156677397	q23.1	NES
1	156699606	156705816	q23.1	CRABP2
1	156721891	156728799	q23.1	ISG20L2
1	156728442	156736960	q23.1	RRNAD1
1	156737303	156741590	q23.1	MRPL24
1	156742107	156766925	q23.1	HDGF
1	156750610	156800817	q23.1	PRCC
1	156806243	156816862	q23.1	SH2D2A
1	156815640	156881850	q23.1	NTRK1
1	156840063	156859018	q23.1	INSRR
1	156893698	156916434	q23.1	PEAR1
1	156920650	156933094	q23.1	LRRC71
1	156934840	157045370	q23.1	ARHGEF11
1	157092044	157099808	q23.1	ETV3L
1	157121191	157138474	q23.1	ETV3
